state,district,year,quarter,registered_users
Telangana,karimnagar,2020,1,334300
Telangana,nizamabad,2020,1,320572
Telangana,siddipet,2020,1,245168
Telangana,hyderabad,2020,2,2653534
Telangana,rangareddy,2020,2,2313748
Telangana,medchal malkajgiri,2020,2,1963353
Telangana,sangareddy,2020,2,593360
Telangana,warangal urban,2020,2,495066
Telangana,nalgonda,2020,2,393199
Telangana,khammam,2020,2,380382
Telangana,karimnagar,2020,2,362986
Telangana,nizamabad,2020,2,362663
Telangana,siddipet,2020,2,269076
Telangana,hyderabad,2020,3,2875965
Telangana,rangareddy,2020,3,2495699
Telangana,medchal malkajgiri,2020,3,2111567
Telangana,sangareddy,2020,3,649580
Telangana,warangal urban,2020,3,535485
Telangana,nalgonda,2020,3,435022
Telangana,khammam,2020,3,421101
Telangana,nizamabad,2020,3,405678
Telangana,karimnagar,2020,3,394328
Telangana,bhadradri kothagudem,2020,3,297785
Telangana,hyderabad,2020,4,3142385
Telangana,rangareddy,2020,4,2704868
Telangana,medchal malkajgiri,2020,4,2282695
Telangana,sangareddy,2020,4,711551
Telangana,warangal urban,2020,4,579306
Telangana,nalgonda,2020,4,478409
Telangana,khammam,2020,4,461801
Telangana,nizamabad,2020,4,449731
Telangana,karimnagar,2020,4,428019
Telangana,bhadradri kothagudem,2020,4,328326
Telangana,hyderabad,2021,1,3379663
Telangana,rangareddy,2021,1,2906635
Telangana,medchal malkajgiri,2021,1,2450573
Telangana,sangareddy,2021,1,767476
Telangana,warangal urban,2021,1,620947
Telangana,nalgonda,2021,1,517727
Telangana,khammam,2021,1,497818
Telangana,nizamabad,2021,1,485751
Telangana,karimnagar,2021,1,459407
Telangana,bhadradri kothagudem,2021,1,354847
Telangana,hyderabad,2021,2,3598337
Telangana,rangareddy,2021,2,3097973
Telangana,medchal malkajgiri,2021,2,2611159
Telangana,sangareddy,2021,2,820387
Telangana,warangal urban,2021,2,661592
Telangana,nalgonda,2021,2,555043
Telangana,khammam,2021,2,532589
Telangana,nizamabad,2021,2,518801
Telangana,karimnagar,2021,2,490218
Telangana,bhadradri kothagudem,2021,2,380059
Telangana,hyderabad,2021,3,3839513
Telangana,rangareddy,2021,3,3310906
Telangana,medchal malkajgiri,2021,3,2790387
Telangana,sangareddy,2021,3,880907
Telangana,warangal urban,2021,3,707591
Telangana,nalgonda,2021,3,598288
Telangana,khammam,2021,3,572647
Telangana,nizamabad,2021,3,556044
Telangana,karimnagar,2021,3,524929
Telangana,bhadradri kothagudem,2021,3,409224
Telangana,hyderabad,2021,4,4081185
Telangana,rangareddy,2021,4,3523496
Telangana,medchal malkajgiri,2021,4,2969740
Telangana,sangareddy,2021,4,940845
Telangana,warangal urban,2021,4,753613
Telangana,nalgonda,2021,4,641044
Telangana,khammam,2021,4,612314
Telangana,nizamabad,2021,4,593223
Telangana,karimnagar,2021,4,559456
Telangana,bhadradri kothagudem,2021,4,438017
Telangana,hyderabad,2022,1,4306136
Telangana,rangareddy,2022,1,3722676
Telangana,medchal malkajgiri,2022,1,3138387
Telangana,sangareddy,2022,1,997988
Telangana,warangal urban,2022,1,797162
Telangana,nalgonda,2022,1,681754
Telangana,khammam,2022,1,650223
Telangana,nizamabad,2022,1,628661
Telangana,karimnagar,2022,1,592752
Telangana,bhadradri kothagudem,2022,1,465349
Telangana,hyderabad,2022,2,4519625
Telangana,rangareddy,2022,2,3911372
Telangana,medchal malkajgiri,2022,2,3297882
Telangana,sangareddy,2022,2,1051378
Telangana,warangal urban,2022,2,838533
Telangana,nalgonda,2022,2,719911
Telangana,khammam,2022,2,685755
Telangana,nizamabad,2022,2,662427
Telangana,karimnagar,2022,2,624054
Telangana,bhadradri kothagudem,2022,2,491003
Telangana,hyderabad,2022,3,4739891
Telangana,rangareddy,2022,3,4105107
Telangana,medchal malkajgiri,2022,3,3463208
Telangana,sangareddy,2022,3,1106571
Telangana,warangal urban,2022,3,881363
Telangana,nalgonda,2022,3,758377
Telangana,khammam,2022,3,721877
Telangana,nizamabad,2022,3,697031
Telangana,karimnagar,2022,3,656534
Telangana,bhadradri kothagudem,2022,3,517431
Telangana,hyderabad,2022,4,4962214
Telangana,rangareddy,2022,4,4296707
Telangana,medchal malkajgiri,2022,4,3628619
Telangana,sangareddy,2022,4,1159594
Telangana,warangal urban,2022,4,923715
Telangana,nalgonda,2022,4,793688
Telangana,khammam,2022,4,755705
Telangana,nizamabad,2022,4,729287
Telangana,karimnagar,2022,4,687385
Telangana,bhadradri kothagudem,2022,4,542203
Telangana,hyderabad,2023,1,5176899
Telangana,rangareddy,2023,1,4483193
Telangana,medchal malkajgiri,2023,1,3787461
Telangana,sangareddy,2023,1,1212607
Telangana,warangal urban,2023,1,964802
Telangana,nalgonda,2023,1,830827
Telangana,khammam,2023,1,790500
Telangana,nizamabad,2023,1,761985
Telangana,karimnagar,2023,1,718193
Telangana,bhadradri kothagudem,2023,1,567571
Telangana,hyderabad,2023,2,5349842
Telangana,rangareddy,2023,2,4638501
Telangana,medchal malkajgiri,2023,2,3918732
Telangana,sangareddy,2023,2,1259927
Telangana,warangal urban,2023,2,1000275
Telangana,nalgonda,2023,2,866073
Telangana,khammam,2023,2,822976
Telangana,nizamabad,2023,2,792269
Telangana,karimnagar,2023,2,745882
Telangana,bhadradri kothagudem,2023,2,591314
Telangana,hyderabad,2023,3,5543537
Telangana,rangareddy,2023,3,4809474
Telangana,medchal malkajgiri,2023,3,4064256
Telangana,sangareddy,2023,3,1310211
Telangana,warangal urban,2023,3,1039220
Telangana,nalgonda,2023,3,902281
Telangana,khammam,2023,3,857112
Telangana,nizamabad,2023,3,823846
Telangana,karimnagar,2023,3,775594
Telangana,bhadradri kothagudem,2023,3,616038
Telangana,hyderabad,2023,4,5720710
Telangana,rangareddy,2023,4,4964411
Telangana,medchal malkajgiri,2023,4,4195726
Telangana,sangareddy,2023,4,1356536
Telangana,warangal urban,2023,4,1075692
Telangana,nalgonda,2023,4,936167
Telangana,khammam,2023,4,888902
Telangana,nizamabad,2023,4,854338
Telangana,karimnagar,2023,4,803398
Telangana,bhadradri kothagudem,2023,4,638916
Telangana,hyderabad,2024,1,5928930
Telangana,rangareddy,2024,1,5149421
Telangana,medchal malkajgiri,2024,1,4352811
Telangana,sangareddy,2024,1,1411306
Telangana,warangal urban,2024,1,1117693
Telangana,nalgonda,2024,1,975830
Telangana,khammam,2024,1,925918
Telangana,nizamabad,2024,1,889165
Telangana,karimnagar,2024,1,835681
Telangana,bhadradri kothagudem,2024,1,666127
Telangana,hyderabad,2024,2,6138190
Telangana,rangareddy,2024,2,5331711
Telangana,medchal malkajgiri,2024,2,4507995
Telangana,sangareddy,2024,2,1463908
Telangana,warangal urban,2024,2,1159405
Telangana,nalgonda,2024,2,1013537
Telangana,khammam,2024,2,961211
Telangana,nizamabad,2024,2,923061
Telangana,karimnagar,2024,2,867377
Telangana,bhadradri kothagudem,2024,2,691518
Telangana,rangareddy,2024,3,5769438
Telangana,hyderabad,2024,3,5757304
Telangana,medchal malkajgiri,2024,3,4907703
Telangana,sangareddy,2024,3,1478576
Telangana,nizamabad,2024,3,891370
Telangana,nalgonda,2024,3,835287
Telangana,khammam,2024,3,804962
Telangana,karimnagar,2024,3,745395
Telangana,hanumakonda,2024,3,712869
Telangana,bhadradri kothagudem,2024,3,599724
Telangana,rangareddy,2024,4,5988320
Telangana,hyderabad,2024,4,5916910
Telangana,medchal malkajgiri,2024,4,5063017
Telangana,sangareddy,2024,4,1526801
Telangana,nizamabad,2024,4,918096
Telangana,nalgonda,2024,4,856881
Telangana,khammam,2024,4,825840
Telangana,karimnagar,2024,4,765956
Telangana,hanumakonda,2024,4,734921
Telangana,bhadradri kothagudem,2024,4,617451
Tripura,west tripura,2018,1,27242
Tripura,south tripura,2018,1,5361
Tripura,sepahijala,2018,1,4664
Tripura,gomati,2018,1,4509
Tripura,north tripura,2018,1,4432
Tripura,dhalai,2018,1,3448
Tripura,khowai,2018,1,3017
Tripura,unakoti,2018,1,2484
Tripura,west tripura,2018,2,40345
Tripura,south tripura,2018,2,8068
Tripura,sepahijala,2018,2,7217
Tripura,gomati,2018,2,6973
Tripura,north tripura,2018,2,6702
Tripura,dhalai,2018,2,5549
Tripura,khowai,2018,2,4674
Tripura,unakoti,2018,2,3841
Tripura,west tripura,2018,3,53531
Tripura,south tripura,2018,3,12286
Tripura,sepahijala,2018,3,10803
Tripura,gomati,2018,3,10168
Tripura,north tripura,2018,3,9771
Tripura,dhalai,2018,3,8039
Tripura,khowai,2018,3,6816
Tripura,unakoti,2018,3,5460
Tripura,west tripura,2018,4,67549
Tripura,south tripura,2018,4,16426
Tripura,sepahijala,2018,4,14973
Tripura,gomati,2018,4,13542
Tripura,north tripura,2018,4,13150
Tripura,dhalai,2018,4,10877
Tripura,khowai,2018,4,9488
Tripura,unakoti,2018,4,7260
Tripura,west tripura,2019,1,79732
Tripura,south tripura,2019,1,19784
Tripura,sepahijala,2019,1,18086
Tripura,gomati,2019,1,16370
Tripura,north tripura,2019,1,15986
Tripura,dhalai,2019,1,13219
Tripura,khowai,2019,1,11327
Tripura,unakoti,2019,1,8750
Tripura,west tripura,2019,2,93241
Tripura,south tripura,2019,2,23743
Tripura,sepahijala,2019,2,21673
Tripura,north tripura,2019,2,19505
Tripura,gomati,2019,2,19437
Tripura,dhalai,2019,2,15893
Tripura,khowai,2019,2,13523
Tripura,unakoti,2019,2,10629
Tripura,west tripura,2019,3,104949
Tripura,south tripura,2019,3,26573
Tripura,sepahijala,2019,3,24332
Tripura,north tripura,2019,3,22522
Tripura,gomati,2019,3,21722
Tripura,dhalai,2019,3,18140
Tripura,khowai,2019,3,15092
Tripura,unakoti,2019,3,12126
Tripura,west tripura,2019,4,114108
Tripura,south tripura,2019,4,29753
Tripura,sepahijala,2019,4,27322
Tripura,north tripura,2019,4,25703
Tripura,gomati,2019,4,24160
Tripura,dhalai,2019,4,20609
Tripura,khowai,2019,4,16819
Tripura,unakoti,2019,4,13824
Tripura,west tripura,2020,1,124538
Tripura,south tripura,2020,1,32716
Tripura,sepahijala,2020,1,30379
Tripura,north tripura,2020,1,28648
Tripura,gomati,2020,1,26688
Tripura,dhalai,2020,1,22808
Tripura,khowai,2020,1,18592
Tripura,unakoti,2020,1,15593
Tripura,west tripura,2020,2,137156
Tripura,south tripura,2020,2,36522
Tripura,sepahijala,2020,2,35017
Tripura,north tripura,2020,2,32851
Tripura,gomati,2020,2,30323
Tripura,dhalai,2020,2,26043
Tripura,khowai,2020,2,20922
Tripura,unakoti,2020,2,17832
Tripura,west tripura,2020,3,151432
Tripura,south tripura,2020,3,40797
Tripura,sepahijala,2020,3,39970
Tripura,north tripura,2020,3,37284
Tripura,gomati,2020,3,34073
Tripura,dhalai,2020,3,29515
Tripura,khowai,2020,3,23565
Tripura,unakoti,2020,3,20095
Tripura,west tripura,2020,4,163752
Tripura,south tripura,2020,4,43899
Tripura,sepahijala,2020,4,43722
Tripura,north tripura,2020,4,40886
Tripura,gomati,2020,4,37129
Tripura,dhalai,2020,4,32210
Tripura,khowai,2020,4,25507
Tripura,unakoti,2020,4,22005
Tripura,west tripura,2021,1,175841
Tripura,south tripura,2021,1,47052
Tripura,sepahijala,2021,1,46925
Tripura,north tripura,2021,1,44051
Tripura,gomati,2021,1,39920
Tripura,dhalai,2021,1,34747
Tripura,khowai,2021,1,27361
Tripura,unakoti,2021,1,23739
Tripura,west tripura,2021,2,188123
Tripura,sepahijala,2021,2,50606
Tripura,south tripura,2021,2,50556
Tripura,north tripura,2021,2,47392
Tripura,gomati,2021,2,42972
Tripura,dhalai,2021,2,37460
Tripura,khowai,2021,2,29432
Tripura,unakoti,2021,2,25612
Tripura,west tripura,2021,3,202122
Tripura,sepahijala,2021,3,54797
Tripura,south tripura,2021,3,54747
Tripura,north tripura,2021,3,51321
Tripura,gomati,2021,3,46535
Tripura,dhalai,2021,3,40679
Tripura,khowai,2021,3,31900
Tripura,unakoti,2021,3,27828
Tripura,west tripura,2021,4,215860
Tripura,sepahijala,2021,4,58818
Tripura,south tripura,2021,4,58777
Tripura,north tripura,2021,4,55009
Tripura,gomati,2021,4,49981
Tripura,dhalai,2021,4,43705
Tripura,khowai,2021,4,34253
Tripura,unakoti,2021,4,29889
Tripura,west tripura,2022,1,229161
Tripura,sepahijala,2022,1,62906
Tripura,south tripura,2022,1,62764
Tripura,north tripura,2022,1,58694
Tripura,gomati,2022,1,53356
Tripura,dhalai,2022,1,46680
Tripura,khowai,2022,1,36592
Tripura,unakoti,2022,1,31971
Tripura,west tripura,2022,2,242041
Tripura,sepahijala,2022,2,66602
Tripura,south tripura,2022,2,66478
Tripura,north tripura,2022,2,62140
Tripura,gomati,2022,2,56510
Tripura,dhalai,2022,2,49424
Tripura,khowai,2022,2,38683
Tripura,unakoti,2022,2,33904
Tripura,west tripura,2022,3,255161
Tripura,sepahijala,2022,3,70255
Tripura,south tripura,2022,3,70107
Tripura,north tripura,2022,3,65452
Tripura,gomati,2022,3,59506
Tripura,dhalai,2022,3,52074
Tripura,khowai,2022,3,40758
Tripura,unakoti,2022,3,35830
Tripura,west tripura,2022,4,267713
Tripura,sepahijala,2022,4,73240
Tripura,south tripura,2022,4,73117
Tripura,north tripura,2022,4,68352
Tripura,gomati,2022,4,62115
Tripura,dhalai,2022,4,54280
Tripura,khowai,2022,4,42490
Tripura,unakoti,2022,4,37434
Tripura,west tripura,2023,1,280021
Tripura,sepahijala,2023,1,76900
Tripura,south tripura,2023,1,76631
Tripura,north tripura,2023,1,71616
Tripura,gomati,2023,1,65137
Tripura,dhalai,2023,1,56918
Tripura,khowai,2023,1,44453
Tripura,unakoti,2023,1,39208
Tripura,west tripura,2023,2,291531
Tripura,sepahijala,2023,2,80758
Tripura,south tripura,2023,2,80248
Tripura,north tripura,2023,2,74840
Tripura,gomati,2023,2,68250
Tripura,dhalai,2023,2,59728
Tripura,khowai,2023,2,46636
Tripura,unakoti,2023,2,41033
Tripura,west tripura,2023,3,303494
Tripura,sepahijala,2023,3,84329
Tripura,south tripura,2023,3,83713
Tripura,north tripura,2023,3,78079
Tripura,gomati,2023,3,71255
Tripura,dhalai,2023,3,62353
Tripura,khowai,2023,3,48652
Tripura,unakoti,2023,3,42803
Tripura,west tripura,2023,4,315337
Tripura,sepahijala,2023,4,87910
Tripura,south tripura,2023,4,87397
Tripura,north tripura,2023,4,81280
Tripura,gomati,2023,4,74242
Tripura,dhalai,2023,4,64896
Tripura,khowai,2023,4,50673
Tripura,unakoti,2023,4,44609
Tripura,west tripura,2024,1,328332
Tripura,sepahijala,2024,1,92008
Tripura,south tripura,2024,1,91509
Tripura,north tripura,2024,1,84974
Tripura,gomati,2024,1,77781
Tripura,dhalai,2024,1,67846
Tripura,khowai,2024,1,53079
Tripura,unakoti,2024,1,46606
Tripura,west tripura,2024,2,341477
Tripura,sepahijala,2024,2,95889
Tripura,south tripura,2024,2,95400
Tripura,north tripura,2024,2,88558
Tripura,gomati,2024,2,81049
Tripura,dhalai,2024,2,70600
Tripura,khowai,2024,2,55217
Tripura,unakoti,2024,2,48534
Tripura,west tripura,2024,3,344910
Tripura,north tripura,2024,3,103849
Tripura,gomati,2024,3,92687
Tripura,south tripura,2024,3,88785
Tripura,sepahijala,2024,3,88030
Tripura,dhalai,2024,3,79489
Tripura,unakoti,2024,3,63383
Tripura,khowai,2024,3,55203
Tripura,west tripura,2024,4,355845
Tripura,north tripura,2024,4,107812
Tripura,gomati,2024,4,96003
Tripura,south tripura,2024,4,91963
Tripura,sepahijala,2024,4,91382
Tripura,dhalai,2024,4,82769
Tripura,unakoti,2024,4,65864
Tripura,khowai,2024,4,57278
Uttar Pradesh,gautam buddha nagar,2018,1,448768
Uttar Pradesh,lucknow,2018,1,380070
Uttar Pradesh,ghaziabad,2018,1,329683
Uttar Pradesh,prayagraj,2018,1,220198
Uttar Pradesh,kanpur nagar,2018,1,208389
Uttar Pradesh,varanasi,2018,1,206788
Uttar Pradesh,agra,2018,1,148387
Uttar Pradesh,gorakhpur,2018,1,132769
Uttar Pradesh,meerut,2018,1,123619
Uttar Pradesh,bareilly,2018,1,112369
Uttar Pradesh,gautam buddha nagar,2018,2,586350
Uttar Pradesh,lucknow,2018,2,506261
Uttar Pradesh,ghaziabad,2018,2,434115
Uttar Pradesh,prayagraj,2018,2,297113
Uttar Pradesh,varanasi,2018,2,288325
Uttar Pradesh,kanpur nagar,2018,2,285101
Uttar Pradesh,agra,2018,2,205298
Uttar Pradesh,gorakhpur,2018,2,181126
Uttar Pradesh,meerut,2018,2,167212
Uttar Pradesh,bareilly,2018,2,152939
Uttar Pradesh,gautam buddha nagar,2018,3,727480
Uttar Pradesh,lucknow,2018,3,620328
Uttar Pradesh,ghaziabad,2018,3,538532
Uttar Pradesh,prayagraj,2018,3,363743
Uttar Pradesh,varanasi,2018,3,352604
Uttar Pradesh,kanpur nagar,2018,3,349250
Uttar Pradesh,agra,2018,3,257453
Uttar Pradesh,gorakhpur,2018,3,224409
Uttar Pradesh,meerut,2018,3,205977
Uttar Pradesh,bareilly,2018,3,187467
Uttar Pradesh,gautam buddha nagar,2018,4,951342
Uttar Pradesh,lucknow,2018,4,765152
Uttar Pradesh,ghaziabad,2018,4,713372
Uttar Pradesh,prayagraj,2018,4,451019
Uttar Pradesh,varanasi,2018,4,447144
Uttar Pradesh,kanpur nagar,2018,4,434315
Uttar Pradesh,agra,2018,4,322749
Uttar Pradesh,gorakhpur,2018,4,279761
Uttar Pradesh,meerut,2018,4,258843
Uttar Pradesh,bareilly,2018,4,233073
Uttar Pradesh,gautam buddha nagar,2019,1,1143614
Uttar Pradesh,lucknow,2019,1,896208
Uttar Pradesh,ghaziabad,2019,1,859583
Uttar Pradesh,prayagraj,2019,1,532230
Uttar Pradesh,varanasi,2019,1,524667
Uttar Pradesh,kanpur nagar,2019,1,511583
Uttar Pradesh,agra,2019,1,392222
Uttar Pradesh,gorakhpur,2019,1,336196
Uttar Pradesh,meerut,2019,1,311930
Uttar Pradesh,bareilly,2019,1,279714
Uttar Pradesh,gautam buddha nagar,2019,2,1282816
Uttar Pradesh,lucknow,2019,2,1011470
Uttar Pradesh,ghaziabad,2019,2,975605
Uttar Pradesh,prayagraj,2019,2,602739
Uttar Pradesh,kanpur nagar,2019,2,585796
Uttar Pradesh,varanasi,2019,2,583444
Uttar Pradesh,agra,2019,2,461224
Uttar Pradesh,gorakhpur,2019,2,387961
Uttar Pradesh,meerut,2019,2,361091
Uttar Pradesh,bareilly,2019,2,318597
Uttar Pradesh,gautam buddha nagar,2019,3,1415905
Uttar Pradesh,lucknow,2019,3,1124832
Uttar Pradesh,ghaziabad,2019,3,1088568
Uttar Pradesh,prayagraj,2019,3,667277
Uttar Pradesh,kanpur nagar,2019,3,655175
Uttar Pradesh,varanasi,2019,3,639586
Uttar Pradesh,agra,2019,3,530228
Uttar Pradesh,gorakhpur,2019,3,434172
Uttar Pradesh,meerut,2019,3,408972
Uttar Pradesh,bareilly,2019,3,356146
Uttar Pradesh,gautam buddha nagar,2019,4,1537791
Uttar Pradesh,lucknow,2019,4,1221681
Uttar Pradesh,ghaziabad,2019,4,1189357
Uttar Pradesh,prayagraj,2019,4,738307
Uttar Pradesh,kanpur nagar,2019,4,718251
Uttar Pradesh,varanasi,2019,4,706509
Uttar Pradesh,agra,2019,4,593453
Uttar Pradesh,gorakhpur,2019,4,483523
Uttar Pradesh,meerut,2019,4,455353
Uttar Pradesh,bareilly,2019,4,398897
Uttar Pradesh,gautam buddha nagar,2020,1,1656331
Uttar Pradesh,lucknow,2020,1,1329098
Uttar Pradesh,ghaziabad,2020,1,1296464
Uttar Pradesh,prayagraj,2020,1,816436
Uttar Pradesh,kanpur nagar,2020,1,788847
Uttar Pradesh,varanasi,2020,1,777234
Uttar Pradesh,agra,2020,1,668251
Uttar Pradesh,gorakhpur,2020,1,539316
Uttar Pradesh,meerut,2020,1,509693
Uttar Pradesh,bareilly,2020,1,452872
Uttar Pradesh,gautam buddha nagar,2020,2,1756163
Uttar Pradesh,lucknow,2020,2,1434386
Uttar Pradesh,ghaziabad,2020,2,1399514
Uttar Pradesh,prayagraj,2020,2,892787
Uttar Pradesh,kanpur nagar,2020,2,864991
Uttar Pradesh,varanasi,2020,2,851213
Uttar Pradesh,agra,2020,2,746336
Uttar Pradesh,gorakhpur,2020,2,600961
Uttar Pradesh,meerut,2020,2,566838
Uttar Pradesh,bareilly,2020,2,507342
Uttar Pradesh,gautam buddha nagar,2020,3,1885370
Uttar Pradesh,lucknow,2020,3,1551932
Uttar Pradesh,ghaziabad,2020,3,1518450
Uttar Pradesh,prayagraj,2020,3,974228
Uttar Pradesh,kanpur nagar,2020,3,941379
Uttar Pradesh,varanasi,2020,3,927313
Uttar Pradesh,agra,2020,3,822893
Uttar Pradesh,gorakhpur,2020,3,661272
Uttar Pradesh,meerut,2020,3,624570
Uttar Pradesh,bareilly,2020,3,558821
Uttar Pradesh,gautam buddha nagar,2020,4,2030178
Uttar Pradesh,lucknow,2020,4,1684510
Uttar Pradesh,ghaziabad,2020,4,1647330
Uttar Pradesh,prayagraj,2020,4,1059982
Uttar Pradesh,kanpur nagar,2020,4,1022768
Uttar Pradesh,varanasi,2020,4,1003989
Uttar Pradesh,agra,2020,4,900497
Uttar Pradesh,gorakhpur,2020,4,722618
Uttar Pradesh,meerut,2020,4,686266
Uttar Pradesh,bareilly,2020,4,611236
Uttar Pradesh,gautam buddha nagar,2021,1,2181874
Uttar Pradesh,lucknow,2021,1,1813076
Uttar Pradesh,ghaziabad,2021,1,1773332
Uttar Pradesh,prayagraj,2021,1,1143612
Uttar Pradesh,kanpur nagar,2021,1,1100587
Uttar Pradesh,varanasi,2021,1,1079309
Uttar Pradesh,agra,2021,1,974389
Uttar Pradesh,gorakhpur,2021,1,780306
Uttar Pradesh,meerut,2021,1,741901
Uttar Pradesh,bareilly,2021,1,662143
Uttar Pradesh,gautam buddha nagar,2021,2,2329954
Uttar Pradesh,lucknow,2021,2,1937173
Uttar Pradesh,ghaziabad,2021,2,1895314
Uttar Pradesh,prayagraj,2021,2,1225800
Uttar Pradesh,kanpur nagar,2021,2,1176708
Uttar Pradesh,varanasi,2021,2,1154661
Uttar Pradesh,agra,2021,2,1044788
Uttar Pradesh,gorakhpur,2021,2,835887
Uttar Pradesh,meerut,2021,2,794314
Uttar Pradesh,bareilly,2021,2,710778
Uttar Pradesh,gautam buddha nagar,2021,3,2496114
Uttar Pradesh,lucknow,2021,3,2076033
Uttar Pradesh,ghaziabad,2021,3,2031752
Uttar Pradesh,prayagraj,2021,3,1320432
Uttar Pradesh,kanpur nagar,2021,3,1263050
Uttar Pradesh,varanasi,2021,3,1239725
Uttar Pradesh,agra,2021,3,1124720
Uttar Pradesh,gorakhpur,2021,3,900171
Uttar Pradesh,meerut,2021,3,853246
Uttar Pradesh,bareilly,2021,3,766809
Uttar Pradesh,gautam buddha nagar,2021,4,2664034
Uttar Pradesh,lucknow,2021,4,2215886
Uttar Pradesh,ghaziabad,2021,4,2169109
Uttar Pradesh,prayagraj,2021,4,1414447
Uttar Pradesh,kanpur nagar,2021,4,1349794
Uttar Pradesh,varanasi,2021,4,1325315
Uttar Pradesh,agra,2021,4,1204274
Uttar Pradesh,gorakhpur,2021,4,964667
Uttar Pradesh,meerut,2021,4,911852
Uttar Pradesh,bareilly,2021,4,821986
Uttar Pradesh,gautam buddha nagar,2022,1,2822463
Uttar Pradesh,lucknow,2022,1,2348173
Uttar Pradesh,ghaziabad,2022,1,2298103
Uttar Pradesh,prayagraj,2022,1,1504572
Uttar Pradesh,kanpur nagar,2022,1,1431918
Uttar Pradesh,varanasi,2022,1,1406056
Uttar Pradesh,agra,2022,1,1279852
Uttar Pradesh,gorakhpur,2022,1,1027283
Uttar Pradesh,meerut,2022,1,967325
Uttar Pradesh,bareilly,2022,1,875033
Uttar Pradesh,gautam buddha nagar,2022,2,2973360
Uttar Pradesh,lucknow,2022,2,2474317
Uttar Pradesh,ghaziabad,2022,2,2421605
Uttar Pradesh,prayagraj,2022,2,1590032
Uttar Pradesh,kanpur nagar,2022,2,1510491
Uttar Pradesh,varanasi,2022,2,1483315
Uttar Pradesh,agra,2022,2,1351856
Uttar Pradesh,gorakhpur,2022,2,1086399
Uttar Pradesh,meerut,2022,2,1020429
Uttar Pradesh,bareilly,2022,2,925536
Uttar Pradesh,gautam buddha nagar,2022,3,3130224
Uttar Pradesh,lucknow,2022,3,2604663
Uttar Pradesh,ghaziabad,2022,3,2549377
Uttar Pradesh,prayagraj,2022,3,1678668
Uttar Pradesh,kanpur nagar,2022,3,1592126
Uttar Pradesh,varanasi,2022,3,1563730
Uttar Pradesh,agra,2022,3,1426154
Uttar Pradesh,gorakhpur,2022,3,1148103
Uttar Pradesh,meerut,2022,3,1075255
Uttar Pradesh,bareilly,2022,3,977218
Uttar Pradesh,gautam buddha nagar,2022,4,3286371
Uttar Pradesh,lucknow,2022,4,2734333
Uttar Pradesh,ghaziabad,2022,4,2676888
Uttar Pradesh,prayagraj,2022,4,1763014
Uttar Pradesh,kanpur nagar,2022,4,1673173
